disk_id,ds,model,n_1,r_1,n_2,r_2,n_3,r_3,n_4,r_4,n_5,r_5,n_6,r_6,n_7,r_7,n_8,r_8,n_9,r_9,n_10,r_10,n_11,r_11,n_12,r_12,n_13,r_13,n_170,r_170,n_171,r_171,n_172,r_172,n_173,r_173,n_174,r_174,n_177,r_177,n_180,r_180,n_181,r_181,n_182,r_182,n_183,r_183,n_184,r_184,n_187,r_187,n_188,r_188,n_189,r_189,n_190,r_190,n_191,r_191,n_192,r_192,n_193,r_193,n_194,r_194,n_195,r_195,n_196,r_196,n_197,r_197,n_198,r_198,n_199,r_199,n_200,r_200,n_204,r_204,n_205,r_205,n_206,r_206,n_207,r_207,n_211,r_211,n_233,r_233,n_240,r_240,n_241,r_241,n_242,r_242,n_244,r_244,n_245,r_245,n_175,r_175,n_232,r_232,is_null,is_broken
82064,20190222,MA2,-1,-1,-1,-1,-1,-1,-1,-1,100,0,-1,-1,-1,-1,-1,-1,100,28553,-1,-1,-1,-1,100,11,-1,-1,100,0,100,0,100,0,-1,-1,100,8,-1,-1,-1,-1,-1,-1,-1,-1,100,0,100,0,100,0,-1,-1,-1,-1,85,15,-1,-1,100,8,-1,-1,100,26,-1,-1,-1,-1,100,0,-1,-1,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,0,-1,-1,100,49839324,100,30328338,-1,-1,-1,-1,100,7.30358E+11,100,0,0,1
82064,20190221,MA2,-1,-1,-1,-1,-1,-1,-1,-1,100,0,-1,-1,-1,-1,-1,-1,100,28529,-1,-1,-1,-1,100,11,-1,-1,100,0,100,0,100,0,-1,-1,100,8,-1,-1,-1,-1,-1,-1,-1,-1,100,0,100,0,100,0,-1,-1,-1,-1,83,17,-1,-1,100,8,-1,-1,100,28,-1,-1,-1,-1,100,0,-1,-1,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,0,-1,-1,100,49839324,100,30328338,-1,-1,-1,-1,100,7.30264E+11,100,0,0,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
32311,20181216,MA2,-1,-1,-1,-1,-1,-1,-1,-1,100,0,-1,-1,-1,-1,-1,-1,100,38380,-1,-1,-1,-1,100,130,-1,-1,100,0,100,0,100,0,-1,-1,100,126,-1,-1,-1,-1,-1,-1,-1,-1,100,6906,100,0,100,0,-1,-1,-1,-1,88,12,-1,-1,100,126,-1,-1,100,23,-1,-1,-1,-1,100,0,-1,-1,100,15019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,89,0,-1,-1,100,5971482,100,1933774,-1,-1,-1,-1,100,9.62474E+11,100,0,0,1
32311,20181215,MA2,-1,-1,-1,-1,-1,-1,-1,-1,100,0,-1,-1,-1,-1,-1,-1,100,38356,-1,-1,-1,-1,100,130,-1,-1,100,0,100,0,100,0,-1,-1,100,126,-1,-1,-1,-1,-1,-1,-1,-1,100,6906,100,0,100,0,-1,-1,-1,-1,88,12,-1,-1,100,126,-1,-1,100,23,-1,-1,-1,-1,100,0,-1,-1,100,15019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,89,0,-1,-1,100,5971329,100,1933774,-1,-1,-1,-1,100,9.6238E+11,100,0,0,1
32311,20181214,MA2,-1,-1,-1,-1,-1,-1,-1,-1,100,0,-1,-1,-1,-1,-1,-1,100,38332,-1,-1,-1,-1,100,130,-1,-1,100,0,100,0,100,0,-1,-1,100,126,-1,-1,-1,-1,-1,-1,-1,-1,100,6906,100,0,100,0,-1,-1,-1,-1,89,11,-1,-1,100,126,-1,-1,100,22,-1,-1,-1,-1,100,0,-1,-1,100,15019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,89,0,-1,-1,100,5971177,100,1933774,-1,-1,-1,-1,100,9.62286E+11,100,0,0,1
32311,20181213,MA2,-1,-1,-1,-1,-1,-1,-1,-1,100,0,-1,-1,-1,-1,-1,-1,100,38308,-1,-1,-1,-1,100,130,-1,-1,100,0,100,0,100,0,-1,-1,100,126,-1,-1,-1,-1,-1,-1,-1,-1,100,6906,100,0,100,0,-1,-1,-1,-1,88,12,-1,-1,100,126,-1,-1,100,23,-1,-1,-1,-1,100,0,-1,-1,100,15019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,89,0,-1,-1,100,5971021,100,1933774,-1,-1,-1,-1,100,9.62193E+11,100,0,0,1
32311,20181212,MA2,-1,-1,-1,-1,-1,-1,-1,-1,100,0,-1,-1,-1,-1,-1,-1,100,38285,-1,-1,-1,-1,100,130,-1,-1,100,0,100,0,100,0,-1,-1,100,126,-1,-1,-1,-1,-1,-1,-1,-1,100,6906,100,0,100,0,-1,-1,-1,-1,88,12,-1,-1,100,126,-1,-1,100,23,-1,-1,-1,-1,100,0,-1,-1,100,15019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,89,0,-1,-1,100,5970867,100,1933774,-1,-1,-1,-1,100,9.62099E+11,100,0,0,1
